Date,Persistence Policy,LSTM-raw Policy,Improved LSTM Policy,y_true_h1
2006-06-12 00:25:00,-12.775516679519978,-12.892401805847088,-12.936535200072958,-12.77116187563968
2006-06-12 00:30:00,-12.82112046929834,-12.91607430881704,-12.958156166765711,-12.769799199813836
2006-06-12 00:35:00,-12.870232131715616,-12.93747990619026,-12.970984551176754,-12.7675183020434
2006-06-12 00:40:00,-12.738288824632605,-12.879877711822983,-12.9115021778451,-12.792113883745516
2006-06-12 00:45:00,-12.640715731142988,-12.836766783901004,-12.876145527248196,-12.83653151879852
2006-06-12 00:50:00,-12.642164325853642,-12.833422538747968,-12.866812182372817,-12.890217928190182
2006-06-12 00:55:00,-12.914449366462598,-12.949531330710109,-12.961499253117456,-12.87385332939775
2006-06-12 01:00:00,-12.81294487689448,-12.909923187363876,-12.948146098124065,-12.878424549419265
2006-06-12 01:05:00,-12.856546455998489,-12.93487267855046,-12.969141573639538,-12.872326274440336
2006-06-12 01:10:00,-12.885863008672086,-12.948675900090482,-12.994432038173256,-12.890251983522049
2006-06-12 01:15:00,-12.907221021090932,-12.95665831955077,-12.992303239779186,-12.905003666291156
2006-06-12 01:20:00,-12.964282897841416,-12.987827216310947,-13.012558721316337,-12.897213957223244
2006-06-12 01:25:00,-12.816261542432404,-12.92681625089868,-12.981019858119902,-12.934620703785992
2006-06-12 01:30:00,-12.840372197023548,-12.93610774806488,-12.981150527390572,-12.95721043222308
2006-06-12 01:35:00,-12.81995697958163,-12.929033143147258,-12.977044651175278,-13.011251849658304
2006-06-12 01:40:00,-12.993417378800164,-13.017741703134792,-13.03599009999598,-13.013770180739964
2006-06-12 01:45:00,-12.995731291162276,-13.033545950061722,-13.069436025080444,-13.001368084594022
2006-06-12 01:50:00,-12.917544123063848,-13.00109593103359,-13.06534965911896,-13.040510901436248
2006-06-12 01:55:00,-13.040702455450631,-13.06304153895794,-13.106345005677932,-13.02675821361448
2006-06-12 02:00:00,-12.975910336370475,-13.041066194148032,-13.100483671841914,-13.034702761695527
2006-06-12 02:05:00,-13.144205542011878,-13.126396453650663,-13.15324951672496,-13.060363772260628
2006-06-12 02:10:00,-13.008527162923963,-13.07330283252718,-13.154349999714809,-13.109506830340386
2006-06-12 02:15:00,-12.921319003381129,-13.036426256364344,-13.131699060263932,-13.14991270104444
2006-06-12 02:20:00,-13.152400850660506,-13.148496774012065,-13.19822562381794,-13.166592701934206
2006-06-12 02:25:00,-12.958186299610578,-13.070570542607545,-13.1784124522375,-13.192030126814542
2006-06-12 02:30:00,-13.023577942860715,-13.105831832172171,-13.181365478894971,-13.203199928753245
2006-06-12 02:35:00,-13.298171431945772,-13.239631357208037,-13.29521289824161,-13.160470807934791
2006-06-12 02:40:00,-13.303385193398572,-13.256722219198384,-13.345768647160313,-13.177039825446773
2006-06-12 02:45:00,-13.163754603428297,-13.207300936573734,-13.336111682128596,-13.197668192262077
2006-06-12 02:50:00,-13.252480696997132,-13.254423628844666,-13.377048250776877,-13.174828368174756
2006-06-12 02:55:00,-13.110810791073684,-13.200646443780627,-13.330615184223545,-13.24344288025294
2006-06-12 03:00:00,-13.090596696674034,-13.19108525035723,-13.303661099828654,-13.29082812814697
2006-06-12 03:05:00,-13.041796793763416,-13.171518785452031,-13.274233356584686,-13.359796867713571
2006-06-12 03:10:00,-13.402799443017695,-13.347969780524185,-13.371774325323909,-13.337556134154488
2006-06-12 03:15:00,-13.287524789865405,-13.30122721860869,-13.400693217305882,-13.394480625972154
2006-06-12 03:20:00,-13.115441766927937,-13.236033055810145,-13.354741386718633,-13.414720702739812
2006-06-12 03:25:00,-13.522497747904987,-13.434807740107583,-13.473091473157783,-13.433026242241423
2006-06-12 03:30:00,-13.374908249084472,-13.369958987415268,-13.479778380039974,-13.460689349649916
2006-06-12 03:35:00,-13.455609146241516,-13.411143158326878,-13.490560590237248,-13.485475256037232
2006-06-12 03:40:00,-13.269355056117917,-13.33868163685416,-13.45682541691714,-13.52922133428312
2006-06-12 03:45:00,-13.629071740771398,-13.51004369425039,-13.54904782795362,-13.52993915592169
2006-06-12 03:50:00,-13.236882270898064,-13.3494164961206,-13.462523283321088,-13.561931025216731
2006-06-12 03:55:00,-13.632330992142018,-13.543109130418534,-13.553687444815797,-13.564823950494192
2006-06-12 04:00:00,-13.54088690799015,-13.522982631651782,-13.57376388851713,-13.586382399355871
2006-06-12 04:05:00,-13.604324557914524,-13.552966450563613,-13.604272284656908,-13.594741704085862
2006-06-12 04:10:00,-13.53183155043729,-13.534178361753275,-13.59123783591092,-13.63313217417909
2006-06-12 04:15:00,-13.633378641693374,-13.60221663260961,-13.615574042591016,-13.67104385319207
2006-06-12 04:20:00,-13.428833501123032,-13.507511089127894,-13.56738806986968,-13.760783078429204
2006-06-12 04:25:00,-13.649688514897331,-13.611495561392507,-13.614575152487625,-13.829396448584118
2006-06-12 04:30:00,-13.670237626456007,-13.628069045414485,-13.64381831884458,-13.912131448959167
2006-06-12 04:35:00,-13.654480415203905,-13.640361777111824,-13.639385071619383,-14.03847386814709
2006-06-12 04:40:00,-13.762174374610348,-13.685200362663393,-13.703849712463022,-14.123836708599644
2006-06-12 04:45:00,-13.860848802499602,-13.764733525835126,-13.738597605341765,-14.219964734331484
2006-06-12 04:50:00,-13.96726867908912,-13.814638579192753,-13.80748310687092,-14.319930836437866
2006-06-12 04:55:00,-14.06136882255518,-13.882409817074953,-13.866927186604562,-14.39413699984193
2006-06-12 05:00:00,-14.166647440794886,-13.951406353077536,-13.936694167797642,-14.455358194773156
2006-06-12 05:05:00,-14.4125352627901,-14.110463833129373,-14.05473815260195,-14.56987592625602
2006-06-12 05:10:00,-14.274351446235135,-14.057912119642417,-14.054624522092428,-14.63524689924955
2006-06-12 05:15:00,-14.437616985800076,-14.184975974150134,-14.12153887738274,-14.715151577760686
2006-06-12 05:20:00,-14.567064886995125,-14.2697986126237,-14.212622918900736,-14.828983692732058
2006-06-12 05:25:00,-14.506606092074062,-14.267239259032774,-14.21483470129536,-14.868058051997156
2006-06-12 05:30:00,-14.53397397437434,-14.31277112210003,-14.242638528480803,-14.916445301421303
2006-06-12 05:35:00,-15.099642056419585,-14.6525266555849,-14.48958990045507,-14.975723087499071
2006-06-12 05:40:00,-14.666577920204215,-14.439768022322005,-14.37543869104613,-15.153716950997678
2006-06-12 05:45:00,-14.917044536496787,-14.587149322512412,-14.47176177362513,-15.221663177779526
2006-06-12 05:50:00,-15.250057692461157,-14.794493215827488,-14.640668234125243,-15.286609181860976
2006-06-12 05:55:00,-14.74105190075124,-14.556376600852314,-14.49218735200995,-15.406521994865797
2006-06-12 06:00:00,-14.824297702194832,-14.594845249325168,-14.52361113087765,-15.458882905984058
2006-06-12 06:05:00,-15.455309697988593,-14.953359084046037,-14.7679430113978,-15.367968352610522
2006-06-12 06:10:00,-15.734541216833652,-15.13400220952445,-14.904634466462896,-15.151453919267215
2006-06-12 06:15:00,-15.324720278258685,-14.913759613534744,-14.802211507391762,-15.070744748587009
2006-06-12 06:20:00,-15.639734179501044,-15.112701264359512,-14.939604284844178,-14.940187360527478
2006-06-12 06:25:00,-15.460529125693554,-15.047562954617984,-14.90157121123286,-14.806474910754414
2006-06-12 06:30:00,-15.138462706353222,-14.88326731353772,-14.811337188731065,-14.849009268609551
2006-06-12 06:35:00,-14.909822955936376,-14.832024966851176,-14.713189737500748,-14.785025717930894
2006-06-12 06:40:00,-14.435453749490328,-14.659014398671552,-14.580444529301593,-14.845799394579192
2006-06-12 06:45:00,-14.840465832366416,-14.75497191646846,-14.66479779494271,-14.881216939719998
2006-06-12 06:50:00,-14.856389735506074,-14.779985644452502,-14.653536860252045,-14.977605670870146
2006-06-12 06:55:00,-14.658254658330767,-14.707891258537538,-14.591754079706671,-15.069638441762002
2006-06-12 07:00:00,-15.393668737846252,-14.923628721507978,-14.878190192850678,-15.077365475142743
2006-06-12 07:05:00,-14.525921420588832,-14.604045623905597,-14.562913563118352,-15.182086834828077
2006-06-12 07:10:00,-14.800096214112411,-14.661283674843167,-14.537434509156602,-15.259067611586287
2006-06-12 07:15:00,-15.05297098757345,-14.70118010322282,-14.658560445305998,-15.236885737667
2006-06-12 07:20:00,-15.434722931871551,-14.86363282469714,-14.776057648705104,-15.17291698862664
2006-06-12 07:25:00,-15.21045151495751,-14.794751203757516,-14.705864582177703,-15.119037059378009
2006-06-12 07:30:00,-15.440030938130706,-14.933715575457118,-14.825818042209931,-15.028674560857882
2006-06-12 07:35:00,-15.15424819104723,-14.860672612675266,-14.713409787576502,-14.933742403426532
2006-06-12 07:40:00,-15.261981105937284,-14.89734274645707,-14.781688232355974,-14.826888451448244
2006-06-12 07:45:00,-14.919878818955327,-14.767499537445438,-14.679650942445097,-14.770261083728276
2006-06-12 07:50:00,-15.05091182528299,-14.839944421529797,-14.714393034585187,-14.655062939434885
2006-06-12 07:55:00,-14.887171476914512,-14.73228632429583,-14.717805787953516,-14.591932101887572
2006-06-12 08:00:00,-14.897856062647746,-14.783477559075124,-14.67628296670846,-14.473288876280234
2006-06-12 08:05:00,-14.584655246459135,-14.659579983147468,-14.598828131375614,-14.41602313008975
2006-06-12 08:10:00,-14.620857856618752,-14.648692568714424,-14.602510132061791,-14.345542469662703
2006-06-12 08:15:00,-14.580113571895325,-14.593329353415378,-14.584632226462071,-14.302361465234409
2006-06-12 08:20:00,-14.35972359553053,-14.497096039467362,-14.468580584580709,-14.255669812860017
2006-06-12 08:25:00,-14.508385642166044,-14.494088184672217,-14.489177132104723,-14.214365320818333
2006-06-12 08:30:00,-14.185997113736022,-14.36365129119946,-14.351442765290525,-14.234747408030778
2006-06-12 08:35:00,-14.241060595859528,-14.33282051936416,-14.313437197938676,-14.216879749124269
2006-06-12 08:40:00,-14.197974067513185,-14.290068588989817,-14.26394110876638,-14.153598351162389
2006-06-12 08:45:00,-14.321028181333432,-14.29303614401194,-14.27214983725301,-14.09788238275686
2006-06-12 08:50:00,-14.079573739103076,-14.185083517303395,-14.16294446264663,-14.096057560466493
2006-06-12 08:55:00,-14.260558169545847,-14.212691174580328,-14.19614509935384,-14.065864357637112
2006-06-12 09:00:00,-14.308289405735104,-14.224409504419564,-14.185035245555564,-13.998565991625316
2006-06-12 09:05:00,-14.133854700239358,-14.141374221589423,-14.108256261697456,-13.98561108898027
2006-06-12 09:10:00,-13.81828576647026,-14.004814942656608,-13.979775861229728,-14.000032741470443
2006-06-12 09:15:00,-13.98673271781367,-14.045477644912696,-13.997047000843605,-14.033064563175833
2006-06-12 09:20:00,-14.06862445844746,-14.052947095095709,-14.01059531652786,-14.077628711320433
2006-06-12 09:25:00,-14.079398836931778,-14.057968261793931,-13.99764138028977,-14.092880758846706
2006-06-12 09:30:00,-13.904499527668271,-13.978743996093325,-13.950277229761038,-14.132189573749692
2006-06-12 09:35:00,-14.056125284369086,-14.029089398190328,-13.991451715923173,-14.13171661515094
2006-06-12 09:40:00,-13.904815623592404,-13.954039743769409,-13.930364209877196,-14.181742220914238
2006-06-12 09:45:00,-14.184923474589294,-14.070507157456332,-14.004174669365044,-14.174310989023864
2006-06-12 09:50:00,-14.336009462952862,-14.130417019744565,-14.0858586066295,-14.13210377050268
2006-06-12 09:55:00,-14.170910890813811,-14.055188618195515,-14.038628323773702,-14.114847315183871
2006-06-12 10:00:00,-14.14035244599564,-14.048341530647834,-14.024665146239435,-14.0884834580752
2006-06-12 10:05:00,-14.05328759059547,-14.030628016927665,-13.987616598997707,-14.071265683600224
2006-06-12 10:10:00,-14.204969402719447,-14.09771199045973,-14.034524482905304,-14.013770569835014
2006-06-12 10:15:00,-14.140336083247051,-14.071254235458102,-14.028722348587552,-13.995736508135446
2006-06-12 10:20:00,-14.08276586273126,-14.04807111165439,-14.014959391035005,-13.956175111369545
2006-06-12 10:25:00,-14.067372505814356,-14.0525116031439,-14.010804317577614,-13.935149875627364
2006-06-12 10:30:00,-13.982169418981403,-14.012813840503284,-13.9851323127302,-13.91490132116355
2006-06-12 10:35:00,-13.949980828107826,-14.004674153636074,-13.95482056017688,-13.920910670674887
2006-06-12 10:40:00,-13.85999851776204,-13.954641436148124,-13.92793266817066,-13.928687688494335
2006-06-12 10:45:00,-14.032132002144136,-14.002527395712717,-13.976536810180711,-13.905278406064824
2006-06-12 10:50:00,-13.8453973375886,-13.921914580228693,-13.9040665393942,-13.920434936768952
2006-06-12 10:55:00,-13.941221206999074,-13.949256877665896,-13.920420319086029,-13.90447648683678
2006-06-12 11:00:00,-13.860677832013476,-13.911893177273903,-13.890170295696402,-13.891176665546157
2006-06-12 11:05:00,-13.986037040813647,-13.947811376266372,-13.920318028366353,-13.871763102720958
2006-06-12 11:10:00,-13.906660798135434,-13.908181955565087,-13.887100789043757,-13.874116794485996
2006-06-12 11:15:00,-13.891676191929276,-13.894753255947249,-13.873226846932653,-13.847391569254803
2006-06-12 11:20:00,-13.936336406175563,-13.9065782905657,-13.883248604280755,-13.801043100959006
2006-06-12 11:25:00,-13.845470825409992,-13.866227029812322,-13.845674792158144,-13.781519479858416
2006-06-12 11:30:00,-13.780878759722466,-13.834673030271336,-13.811083519222986,-13.77706363745106
2006-06-12 11:35:00,-13.869555606043566,-13.87114819872368,-13.841648498006451,-13.75327162281563
2006-06-12 11:40:00,-13.920782890906764,-13.883932709071596,-13.86315208333612,-13.729176984059675
2006-06-12 11:45:00,-13.731324985089376,-13.807174968718602,-13.792688868122962,-13.772199449065262
2006-06-12 11:50:00,-13.658245567491326,-13.767904083013756,-13.766655676430805,-13.7988741983971
2006-06-12 11:55:00,-13.728328954259196,-13.789433759745522,-13.774577798998203,-13.828720748013907
2006-06-12 12:00:00,-13.75414382091614,-13.788415193100668,-13.772956005515727,-13.82460756931505
2006-06-12 12:05:00,-13.726803460412071,-13.77060500618036,-13.758057266242892,-13.80386501017303
2006-06-12 12:10:00,-13.776215058371038,-13.784941115608571,-13.77803451585947,-13.794838294657565
2006-06-12 12:15:00,-13.989459804032345,-13.873858083819725,-13.85168938761537,-13.760256868623916
2006-06-12 12:20:00,-13.818294092391804,-13.80367539309178,-13.806429407783275,-13.736756955069277
2006-06-12 12:25:00,-13.9074083386884,-13.847093859740747,-13.829220379100542,-13.691775976022711
2006-06-12 12:30:00,-13.72946466199465,-13.7678246398457,-13.786741613571582,-13.700803558821676
2006-06-13 17:50:00,-14.237778448204663,-14.384453490536425,-14.396743539289677,-13.882486687301975
2006-06-13 17:55:00,-14.01364753121666,-14.2481718001406,-14.283720493588358,-13.83910878061108
2006-06-13 18:00:00,-13.987856023395157,-14.188186946739584,-14.164859026241787,-13.786033112255923
2006-06-13 18:05:00,-13.923132159525982,-14.122986597318784,-14.120346164102154,-13.745084987001944
2006-06-13 18:10:00,-13.832648964052936,-14.050895796175594,-14.033105031980591,-13.69127867566723
2006-06-13 18:15:00,-13.779049601014624,-13.978162569238917,-13.984818404086193,-13.621274905524109
2006-06-13 18:20:00,-13.75858575787814,-13.914559813833044,-13.941595835572574,-13.560046606095597
2006-06-13 18:25:00,-13.753380148890184,-13.882584285604503,-13.88009800359253,-13.49052008308742
2006-06-13 18:30:00,-13.669402042173669,-13.819588975557862,-13.84009174839547,-13.414856468743444
2006-06-13 18:35:00,-13.677443408002103,-13.795487716537902,-13.80729803568538,-13.345833950372848
2006-06-13 18:40:00,-13.509811110499374,-13.7110452806934,-13.726828895215323,-13.338573529966627
2006-06-13 18:45:00,-13.359026980155909,-13.62395959603465,-13.64775489781277,-13.318690593314452
2006-06-13 18:50:00,-13.391215990216509,-13.602828609525096,-13.608966557852316,-13.292406295011634
2006-06-13 18:55:00,-13.336220951215406,-13.554613284598917,-13.56096917455901,-13.255449350578347
2006-06-13 19:00:00,-13.215420386826082,-13.48068002640098,-13.49208950284489,-13.21471722227856
2006-06-13 19:05:00,-13.263308297778536,-13.470084351680608,-13.482305270479456,-13.19796633541788
2006-06-13 19:10:00,-13.466248577221004,-13.528119194032568,-13.529823969259397,-13.146606587455691
2006-06-13 19:15:00,-13.23972931687869,-13.421651699965546,-13.460513232880162,-13.112608033748945
2006-06-13 19:20:00,-13.23351018594487,-13.394983932265834,-13.433789099069852,-13.056572818289258
2006-06-13 19:25:00,-13.114479458072392,-13.324937188225585,-13.373375220155229,-13.103776110106237
2006-06-13 19:30:00,-12.971027530299004,-13.242340606296183,-13.27865308329122,-13.136651416050398
2006-06-13 19:35:00,-13.16280299106918,-13.290698686085484,-13.292310071961488,-13.123986995556958
2006-06-13 19:40:00,-13.15809011474364,-13.27700387498222,-13.290846483085538,-13.104388643528631
2006-06-13 19:45:00,-13.03573795127402,-13.215151384395678,-13.2402054967465,-13.120911290283129
2006-06-13 19:50:00,-12.89729889318676,-13.143600033585786,-13.188727997371732,-13.150943004925916
2006-06-13 19:55:00,-13.39769931015734,-13.349462115232384,-13.32772502070875,-13.098890413089784
2006-06-13 20:00:00,-13.168279192507276,-13.25064261972403,-13.287659086233084,-13.085647630143615
2006-06-13 20:05:00,-13.08681646810854,-13.203831571321956,-13.258245793952073,-13.024804281721297
2006-06-13 20:10:00,-13.04050011821147,-13.171800826044295,-13.232139242542534,-13.028707259810648
2006-06-13 20:15:00,-13.134873687253757,-13.204079151850056,-13.230358023245396,-12.996796026198464
2006-06-13 20:20:00,-13.077489209952937,-13.177967414053104,-13.193913537885775,-12.988384763959822
2006-06-13 20:25:00,-13.085383860323628,-13.184825082459415,-13.199897515910422,-12.986087965991992
2006-06-13 20:30:00,-13.088822465920815,-13.184303873988943,-13.204041743876498,-12.977556671717773
2006-06-13 20:35:00,-12.721756435393525,-13.026941152612824,-13.080165036398244,-13.014244555901756
2006-06-13 20:40:00,-13.063917639834177,-13.158044408903503,-13.154580633594415,-13.014405726084398
2006-06-13 20:45:00,-12.943406227761766,-13.109906705850042,-13.130151818630589,-12.968167576249042
2006-06-13 20:50:00,-13.027022156891167,-13.132692382537885,-13.142599593172228,-12.935719841067444
2006-06-13 20:55:00,-13.071602927969405,-13.139896819794563,-13.169448871740208,-12.892996473229504
2006-06-13 21:00:00,-13.037634584637695,-13.122618942573451,-13.153436914021237,-12.848888516202772
2006-06-13 21:05:00,-12.94188368267852,-13.079304925766618,-13.102333860322416,-12.820148186682616
2006-06-13 21:10:00,-13.064884747658384,-13.126643687265366,-13.145561226439428,-12.76886374783716
2006-06-13 21:15:00,-12.66597738656853,-12.955151443389315,-13.002958804150452,-12.782325028404928
2006-06-13 21:20:00,-12.832335659073232,-13.007284490224244,-13.021325861761856,-12.80391541498128
2006-06-13 21:25:00,-12.81526301003626,-12.9881984136464,-13.023327625433282,-12.81440665431424
2006-06-13 21:30:00,-12.772986524473351,-12.96519834447883,-12.97923061374072,-12.791635085437902
2006-06-13 21:35:00,-12.769441647738692,-12.958241747935295,-12.983263624537166,-12.807849817642564
2006-06-13 21:40:00,-12.757178490408496,-12.941808344652337,-12.971833232679282,-12.80886101237772
2006-06-13 21:45:00,-12.74674483869954,-12.92738449504398,-12.941011625728716,-12.823564821097955
2006-06-13 21:50:00,-12.961878267625828,-13.006761518277337,-13.019998466669575,-12.827482571916155
2006-06-13 21:55:00,-12.878210214758434,-12.964259943738274,-12.999785640188074,-12.812207107735544
2006-06-13 22:00:00,-12.636357515947614,-12.85395547546948,-12.906218940680086,-12.829376198697052
2006-06-13 22:05:00,-12.866729462777666,-12.936299822449362,-12.97689903664312,-12.803495187218964
2006-06-13 22:10:00,-12.763245774457236,-12.88877933614916,-12.930814886700396,-12.842289471734384
2006-06-13 22:15:00,-12.834967748839858,-12.920773366425577,-12.940326062741644,-12.846511754696792
2006-06-13 22:20:00,-12.98538494599172,-12.99255003748722,-13.024986694840324,-12.82376551049848
