Date,Improved LSTM Policy,LSTM-raw Policy,TCN Policy,TFT Policy,PatchTST Policy,y_true_h1,Persistence Policy,pass_id,pass_phase,elevation_deg,slant_range_km,airmass,clear_snr_db
2021-06-19 21:00:00,-13.398114425520571,-13.371596237967964,-13.38045992104989,-13.342882060040775,-13.431427078997975,-13.31986834908222,-13.377395786259228,0,0.7361111111111112,61.30302393660706,627.0153502079979,1.1400279094690873,20.854688932533097
2021-06-19 21:05:00,-13.375161673201523,-13.331221177510036,-13.310414555285218,-13.302195242994731,-13.325861718778963,-13.331880414006363,-13.325343955605211,0,0.7638888888888888,56.58963198367853,658.8812958918048,1.1979659925305544,20.42121190802138
2021-06-19 21:10:00,-13.381571889211504,-13.373521050817835,-13.32764449366266,-13.302714721675155,-13.380113425048272,-13.320748055086709,-13.32830564702518,0,0.7916666666666666,51.55598805017223,702.2327649706286,1.276786845401143,19.863792666931527
2021-06-19 21:15:00,-13.403028988671906,-13.400879053313645,-13.403781289229851,-13.348151602228825,-13.383393851792029,-13.319278476475606,-13.351875371140933,0,0.8194444444444444,46.26470858801082,761.2019950774787,1.3840036274135976,19.158055250843958
2021-06-19 21:20:00,-13.355470418900108,-13.34162062933988,-13.33591540199694,-13.30478798417537,-13.287976135126588,-13.357008167094005,-13.312504769317432,0,0.8472222222222222,40.784883744963764,841.9816786935072,1.5308757794427403,18.27465717160573
2021-06-19 21:25:00,-13.38517957792872,-13.385349829210035,-13.367826937209882,-13.342309327962662,-13.389661310024596,-13.3614712612276,-13.310340744883884,0,0.875,35.19335896718734,954.3017862880093,1.7350941568872897,17.176784347000584
2021-06-19 21:30:00,-13.42459973318002,-13.4065850198314,-13.40187515051702,-13.361878912134324,-13.376619403186057,-13.357189283891293,-13.31986834908222,0,0.9027777777777778,29.577662225059694,1114.256147375883,2.025920267956151,15.816257000944784
2021-06-19 21:35:00,-13.384008969969235,-13.364434810745225,-13.38275164896292,-13.343552241620596,-13.33751557718775,-13.395899502876452,-13.331880414006363,0,0.9305555555555556,24.04301710572996,1349.950291052939,2.4544550746417078,14.128175499124907
2021-06-19 21:40:00,-13.373800295085193,-13.363544674331113,-13.333726997015225,-13.31077261641866,-13.321377805954272,-13.4452034371291,-13.320748055086709,0,0.9583333333333334,18.732096909021678,1712.6296804120188,3.113872146203671,12.028290858350662
2021-06-19 21:45:00,-13.40095449042536,-13.395337256333946,-13.399309726599354,-13.340818523591082,-13.337782789158704,-13.447976342855444,-13.319278476475606,0,0.9861111111111112,13.908664235895909,2288.093132953492,4.160169332642712,9.459771369219304
2021-06-19 21:50:00,-13.400047772459937,-13.390490485891652,-13.429164936305888,-13.362906137174136,-13.366525754477976,-13.460490965821672,-13.357008167094005,1,0.013888888888888888,13.908664235895905,2288.0931329534924,4.160169332642714,9.459771369219304
2021-06-19 21:55:00,-13.400588127984223,-13.390005074547398,-13.407058110501964,-13.369235513566895,-13.395173494638936,-13.46591896340006,-13.3614712612276,1,0.041666666666666664,18.732096909021678,1712.6296804120188,3.113872146203671,12.028290858350662
2021-06-19 22:00:00,-13.403439249184112,-13.398596146336445,-13.40377705134685,-13.375064507194567,-13.379542372131343,-13.486209519688629,-13.357189283891293,1,0.06944444444444445,24.04301710572997,1349.9502910529386,2.454455074641707,14.128175499124909
2021-06-19 22:05:00,-13.452073855975728,-13.444952976690598,-13.447568688314172,-13.41862097436634,-13.352636605417926,-13.477685866247496,-13.395899502876452,1,0.09722222222222222,29.57766222505968,1114.2561473758838,2.0259202679561525,15.81625700094478
2021-06-19 22:10:00,-13.48964649050478,-13.465446755562352,-13.498556359651324,-13.4687127368839,-13.460508311702132,-13.435417700060784,-13.4452034371291,1,0.125,35.193358967187336,954.3017862880095,1.73509415688729,17.176784347000584
2021-06-19 22:15:00,-13.450135715067518,-13.43460456449438,-13.46249768883388,-13.433459787211303,-13.445966528660138,-13.440710350705189,-13.447976342855444,1,0.1527777777777778,40.784883744963764,841.9816786935072,1.5308757794427403,18.27465717160573
2021-06-19 22:20:00,-13.473581855463976,-13.462927062122873,-13.463190402794195,-13.447524877472253,-13.404346679520952,-13.437688478438986,-13.460490965821672,1,0.18055555555555555,46.2647085880108,761.2019950774791,1.3840036274135983,19.15805525084395
2021-06-19 22:25:00,-13.473437896468443,-13.447258938954011,-13.47211544799603,-13.43751643710812,-13.427465625183087,-13.438131744281828,-13.46591896340006,1,0.20833333333333334,51.55598805017222,702.2327649706288,1.2767868454011433,19.863792666931527
2021-06-19 22:30:00,-13.477221784439466,-13.471553956333905,-13.491291090776125,-13.474326685208451,-13.462838395000494,-13.416537149869558,-13.486209519688629,1,0.2361111111111111,56.589631983678515,658.8812958918049,1.1979659925305546,20.421211908021377
2021-06-19 22:35:00,-13.47907858052828,-13.466140049339607,-13.49014113795308,-13.470859482676127,-13.452209737188271,-13.389841547261264,-13.477685866247496,1,0.2638888888888889,61.30302393660706,627.0153502079979,1.1400279094690873,20.854688932533097
2021-06-19 22:40:00,-13.443900818750723,-13.420964139293554,-13.433768309455138,-13.408734909234283,-13.373868791777312,-13.39234451510563,-13.435417700060784,1,0.2916666666666667,65.63949652769072,603.7532271149208,1.097733140208947,21.185177830703115
2021-06-19 22:45:00,-13.46815865730626,-13.45100071433759,-13.443587208139654,-13.436681210702387,-13.389934061046745,-13.357725932176596,-13.440710350705189,1,0.3194444444444444,69.54818229029615,587.000796114409,1.0672741747534709,21.431116276029314
2021-06-19 22:50:00,-13.479780936944511,-13.457169938526851,-13.47849640589439,-13.45298059938299,-13.414196704474772,-13.309367412922215,-13.437688478438986,1,0.3472222222222222,72.98405557930008,575.1794243398531,1.0457807715270055,21.60889791505997
2021-06-19 22:55:00,-13.475141274650484,-13.45861672097637,-13.45625342992137,-13.456135994040064,-13.426686668849912,-13.283753095621089,-13.438131744281828,1,0.375,75.90806788230319,567.06508111847,1.0310274202154,21.733044318665424
2021-06-19 23:00:00,-13.478898870301078,-13.443656026498878,-13.447019820678404,-13.434506137242838,-13.405228391795951,-13.318416797829332,-13.416537149869558,1,0.4027777777777778,78.28732091574973,561.6956771060345,1.0212648674655171,21.816168916637658
2021-06-19 23:05:00,-13.455421769007252,-13.417917719292372,-13.41683122841953,-13.400048288565756,-13.3471757987745,-13.345433570908597,-13.389841547261264,1,0.4305555555555556,80.09524395594458,558.321757226534,1.0151304676846076,21.86880622268163
2021-06-19 23:10:00,-13.447416822359406,-13.41575555263227,-13.404014525445849,-13.394706280759143,-13.34573952716152,-13.371350289874677,-13.39234451510563,1,0.4583333333333333,81.31175430298669,556.3845700490554,1.0116083091801007,21.899171826367546
2021-06-19 23:15:00,-13.414645629308891,-13.374452686747135,-13.368995764240834,-13.338279617335823,-13.315974977620971,-13.380063173787248,-13.357725932176596,1,0.4861111111111111,81.92338730807863,555.5100547469376,1.0100182813580683,21.91291439402028
2021-06-19 23:20:00,-13.369446244661509,-13.341017737218994,-13.327972315356517,-13.260691830236144,-13.253555191650172,-13.44514560783544,-13.309367412922215,1,0.5138888888888888,81.92338730807863,555.5100547469376,1.0100182813580683,21.91291439402028
2021-06-19 23:25:00,-13.398940638247195,-13.359748849117452,-13.361844238546142,-13.297644803402951,-13.253648570458086,-13.425566464802468,-13.283753095621089,1,0.5416666666666666,81.3117543029867,556.3845700490554,1.0116083091801007,21.899171826367546
2021-06-19 23:30:00,-13.493114627115943,-13.45012592522764,-13.512808098491655,-13.47781264927769,-13.357456219636598,-13.382198630673305,-13.318416797829332,1,0.5694444444444444,80.09524395594458,558.321757226534,1.0151304676846076,21.86880622268163
2021-06-19 23:35:00,-13.48301891216731,-13.430924178327457,-13.504231384738198,-13.46083612430962,-13.35495897983992,-13.385661707993616,-13.345433570908597,1,0.5972222222222222,78.28732091574973,561.6956771060345,1.0212648674655171,21.816168916637658
2021-06-19 23:40:00,-13.500077760556833,-13.4471309459787,-13.463905818141487,-13.471139441007017,-13.356893693369342,-13.40138757589918,-13.371350289874677,1,0.625,75.90806788230319,567.06508111847,1.0310274202154,21.733044318665424
2021-06-19 23:45:00,-13.453331743971535,-13.390452889152185,-13.401286724460522,-13.380022888456915,-13.340349361593548,-13.39176955868412,-13.380063173787248,1,0.6527777777777778,72.98405557930008,575.1794243398531,1.0457807715270055,21.60889791505997
2021-06-19 23:50:00,-13.505265833442214,-13.462632709718674,-13.489887410155305,-13.488275975134703,-13.385980566892036,-13.311654633995694,-13.44514560783544,1,0.6805555555555556,69.54818229029615,587.000796114409,1.0672741747534709,21.431116276029314
2021-06-19 23:55:00,-13.409320027852075,-13.353421698024446,-13.386039817293977,-13.3668401864969,-13.3212762421442,-13.343788792544396,-13.425566464802468,1,0.7083333333333334,65.63949652769072,603.7532271149208,1.097733140208947,21.185177830703115
2021-06-20 00:00:00,-13.42092503066628,-13.39602889323836,-13.399482789238212,-13.39846973166661,-13.389082878975174,-13.317291890676742,-13.382198630673305,1,0.7361111111111112,61.30302393660706,627.0153502079979,1.1400279094690873,20.854688932533097
2021-06-20 00:05:00,-13.492032405912658,-13.44051762024211,-13.47571020044818,-13.462412825771995,-13.36498085349356,-13.302188279200712,-13.385661707993616,1,0.7638888888888888,56.58963198367853,658.8812958918048,1.1979659925305544,20.42121190802138
2021-06-20 00:10:00,-13.51644193414738,-13.478465172268612,-13.509877257115344,-13.51563433757575,-13.430026818486851,-13.302808783778096,-13.40138757589918,1,0.7916666666666666,51.55598805017223,702.2327649706286,1.276786845401143,19.863792666931527
2021-06-20 00:15:00,-13.427221790625044,-13.40031421325606,-13.416542936070018,-13.386498468178615,-13.33662246697014,-13.295542638976825,-13.39176955868412,1,0.8194444444444444,46.26470858801082,761.2019950774787,1.3840036274135976,19.158055250843958
2021-06-20 00:20:00,-13.370802657985235,-13.351881229082323,-13.317264907792188,-13.268703580757895,-13.23730983779509,-13.218885383401243,-13.311654633995694,1,0.8472222222222222,40.784883744963764,841.9816786935072,1.5308757794427403,18.27465717160573
2021-06-20 00:25:00,-13.446306504282596,-13.414616426354378,-13.412428562281436,-13.370396111981112,-13.305459997567397,-13.178502356417498,-13.343788792544396,1,0.875,35.19335896718734,954.3017862880093,1.7350941568872897,17.176784347000584
2021-06-20 00:30:00,-13.39489773421102,-13.351959660419636,-13.369998739576207,-13.313744150194688,-13.275466602344869,-13.19479894286157,-13.317291890676742,1,0.9027777777777778,29.577662225059694,1114.256147375883,2.025920267956151,15.816257000944784
2021-06-20 00:35:00,-13.4283161821124,-13.405420857969984,-13.427218504993627,-13.397376132510724,-13.29683941663652,-13.217224569411147,-13.302188279200712,1,0.9305555555555556,24.04301710572996,1349.950291052939,2.4544550746417078,14.128175499124907
2021-06-20 00:40:00,-13.48776258068768,-13.464411060068487,-13.476596282358544,-13.486488882407956,-13.353394946594692,-13.207499798251437,-13.302808783778096,1,0.9583333333333334,18.732096909021678,1712.6296804120188,3.113872146203671,12.028290858350662
2021-06-20 00:45:00,-13.408242965889714,-13.358483511409087,-13.39201821265285,-13.33179206541292,-13.260392241711362,-13.248124813442828,-13.295542638976825,1,0.9861111111111112,13.908664235895909,2288.093132953492,4.160169332642712,9.459771369219304
2021-06-20 00:50:00,-13.185265930455772,-13.167563105435692,-13.19516167075468,-13.190525499444034,-13.048694531781106,-13.358156887805269,-13.218885383401243,2,0.013888888888888888,13.908664235895905,2288.0931329534924,4.160169332642714,9.459771369219304
2021-06-20 00:55:00,-13.303538106723416,-13.28580165656471,-13.240089540126244,-13.229905042255677,-13.21453102040643,-13.42263471478915,-13.178502356417498,2,0.041666666666666664,18.732096909021678,1712.6296804120188,3.113872146203671,12.028290858350662
2021-06-20 01:00:00,-13.36498146409763,-13.3258087503182,-13.357372014427906,-13.31803556281767,-13.247733343543922,-13.47653844488715,-13.19479894286157,2,0.06944444444444445,24.04301710572997,1349.9502910529386,2.454455074641707,14.128175499124909
2021-06-20 01:05:00,-13.434970087298504,-13.399473331317044,-13.443811714171291,-13.459443868890522,-13.309788031896302,-13.463327581540383,-13.217224569411147,2,0.09722222222222222,29.57766222505968,1114.2561473758838,2.0259202679561525,15.81625700094478
2021-06-20 01:10:00,-13.46925596733568,-13.408215686256904,-13.467613496909475,-13.471620847796853,-13.2776621601171,-13.349607805703185,-13.207499798251437,2,0.125,35.193358967187336,954.3017862880095,1.73509415688729,17.176784347000584
2021-06-20 01:15:00,-13.453147806764978,-13.40460681845511,-13.43926094020109,-13.429408094838,-13.29182971555603,-13.296640999390624,-13.248124813442828,2,0.1527777777777778,40.784883744963764,841.9816786935072,1.5308757794427403,18.27465717160573
2021-06-20 01:20:00,-13.438589740947824,-13.371815205368122,-13.376968297989372,-13.35470172653056,-13.338594456424126,-13.242270472477216,-13.358156887805269,2,0.18055555555555555,46.2647085880108,761.2019950774791,1.3840036274135983,19.15805525084395
2021-06-20 01:25:00,-13.460015139880332,-13.438682690485352,-13.45451948519042,-13.450319495988513,-13.321282479028616,-13.117286129218597,-13.42263471478915,2,0.20833333333333334,51.55598805017222,702.2327649706288,1.2767868454011433,19.863792666931527
2021-06-20 01:30:00,-13.496674906788693,-13.474650953417514,-13.472946207542236,-13.512270214460026,-13.424449299237176,-13.010287913861749,-13.47653844488715,2,0.2361111111111111,56.589631983678515,658.8812958918049,1.1979659925305546,20.421211908021377
2021-06-20 01:35:00,-13.496888182066924,-13.434456396336785,-13.472200429180726,-13.46785197414373,-13.439159350949184,-12.922951876422104,-13.463327581540383,2,0.2638888888888889,61.30302393660706,627.0153502079979,1.1400279094690873,20.854688932533097
2021-06-20 01:40:00,-13.274974019319847,-13.234342228819605,-13.303453930591106,-13.189357472013649,-13.158595936872874,-12.962966156701208,-13.349607805703185,2,0.2916666666666667,65.63949652769072,603.7532271149208,1.097733140208947,21.185177830703115
2021-06-20 01:45:00,-13.289309854332434,-13.313308925777203,-13.265294316555671,-13.231289514290172,-13.292170345397134,-12.979848719516406,-13.296640999390624,2,0.3194444444444444,69.54818229029615,587.000796114409,1.0672741747534709,21.431116276029314
2021-06-20 01:50:00,-13.29121669814758,-13.265427374903709,-13.249497989302055,-13.19083333112374,-13.22949715873788,-13.059068753058687,-13.242270472477216,2,0.3472222222222222,72.98405557930008,575.1794243398531,1.0457807715270055,21.60889791505997
2021-06-20 01:55:00,-13.200805077090989,-13.179560556012763,-13.159861690030612,-13.07911063947738,-13.0599349676209,-13.103941580834933,-13.117286129218597,2,0.375,75.90806788230319,567.06508111847,1.0310274202154,21.733044318665424
2021-06-20 02:00:00,-13.267552679317816,-13.215586384886842,-13.202331383727698,-13.118555429695208,-13.022301287223186,-13.147078432167875,-13.010287913861749,2,0.4027777777777778,78.28732091574973,561.6956771060345,1.0212648674655171,21.816168916637658
2021-06-20 02:05:00,-13.25359240942197,-13.186560025270351,-13.212924840942277,-13.114396082009335,-13.015830192533752,-13.211613990312618,-12.922951876422104,2,0.4305555555555556,80.09524395594458,558.321757226534,1.0151304676846076,21.86880622268163
2021-06-20 02:10:00,-13.267049294416056,-13.21945047976621,-13.24757281282666,-13.155071937258532,-13.004536634139994,-13.267430849267946,-12.962966156701208,2,0.4583333333333333,81.31175430298669,556.3845700490554,1.0116083091801007,21.899171826367546
2021-06-20 02:15:00,-13.292260482188206,-13.260809654032192,-13.30114375371229,-13.224652160835786,-13.04500075515932,-13.35457328160328,-12.979848719516406,2,0.4861111111111111,81.92338730807863,555.5100547469376,1.0100182813580683,21.91291439402028
2021-06-20 02:20:00,-13.342438485261354,-13.33261355779555,-13.388148276757285,-13.343316839213976,-13.1328599349038,-13.329864751823283,-13.059068753058687,2,0.5138888888888888,81.92338730807863,555.5100547469376,1.0100182813580683,21.91291439402028
2021-06-20 02:25:00,-13.256146740699055,-13.20990255578027,-13.24975580960091,-13.165950953642508,-13.059957356436747,-13.374306602163564,-13.103941580834933,2,0.5416666666666666,81.3117543029867,556.3845700490554,1.0116083091801007,21.899171826367546
2021-06-20 02:30:00,-13.282428564552657,-13.258239300395616,-13.29992149882534,-13.229777484158117,-13.134082800394816,-13.393201127191954,-13.147078432167875,2,0.5694444444444444,80.09524395594458,558.321757226534,1.0151304676846076,21.86880622268163
2021-06-20 02:35:00,-13.299528197114228,-13.291811121713843,-13.349153588967138,-13.28074195980976,-13.195454731631203,-13.378961847582255,-13.211613990312618,2,0.5972222222222222,78.28732091574973,561.6956771060345,1.0212648674655171,21.816168916637658
2021-06-20 02:40:00,-13.346558129144576,-13.336434649868336,-13.397965896080896,-13.344735316079817,-13.230059583237791,-13.329783686864086,-13.267430849267946,2,0.625,75.90806788230319,567.06508111847,1.0310274202154,21.733044318665424
2021-06-20 02:45:00,-13.454162543497771,-13.45365278414771,-13.4340034501743,-13.535284841324687,-13.387244350124744,-13.192373012897187,-13.35457328160328,2,0.6527777777777778,72.98405557930008,575.1794243398531,1.0457807715270055,21.60889791505997
2021-06-20 02:50:00,-13.344353499540468,-13.348493966667982,-13.370164235086078,-13.348846673193536,-13.28839729201378,-13.13628905827644,-13.329864751823283,2,0.6805555555555556,69.54818229029615,587.000796114409,1.0672741747534709,21.431116276029314
2021-06-20 02:55:00,-13.350765627322708,-13.367183008089617,-13.350074190906026,-13.316868785671808,-13.309922742784378,-13.138415181643165,-13.374306602163564,2,0.7083333333333334,65.63949652769072,603.7532271149208,1.097733140208947,21.185177830703115
2021-06-20 03:00:00,-13.386695780521912,-13.388987555870097,-13.387626588271662,-13.349379018173972,-13.327269626379142,-13.130708660464729,-13.393201127191954,2,0.7361111111111112,61.30302393660706,627.0153502079979,1.1400279094690873,20.854688932533097
2021-06-20 03:05:00,-13.337769254101852,-13.365226785122536,-13.34654913000366,-13.292083697772169,-13.33379682395192,-13.203927241075451,-13.378961847582255,2,0.7638888888888888,56.58963198367853,658.8812958918048,1.1979659925305544,20.42121190802138
2021-06-20 03:10:00,-13.314447929536469,-13.324748120423884,-13.29529626023516,-13.227228124942732,-13.237604381567207,-13.255914871073118,-13.329783686864086,2,0.7916666666666666,51.55598805017223,702.2327649706286,1.276786845401143,19.863792666931527
2021-06-20 03:15:00,-13.262934215525156,-13.23566954838834,-13.207208976256496,-13.115001568634272,-13.137949377968006,-13.409250280875437,-13.192373012897187,2,0.8194444444444444,46.26470858801082,761.2019950774787,1.3840036274135976,19.158055250843958
2021-06-20 03:20:00,-13.226466905203928,-13.227753620662597,-13.18943580379273,-13.088968057101887,-13.02943442210486,-13.542799650998337,-13.13628905827644,2,0.8472222222222222,40.784883744963764,841.9816786935072,1.5308757794427403,18.27465717160573
2021-06-20 03:25:00,-13.325058207439318,-13.33214708936828,-13.368571379874991,-13.277323013171594,-13.052645634403213,-13.604056298005847,-13.138415181643165,2,0.875,35.19335896718734,954.3017862880093,1.7350941568872897,17.176784347000584
2021-06-20 03:30:00,-13.334851846015049,-13.340349350739585,-13.384873258220992,-13.296438453298167,-13.163682704909734,-13.675193278463182,-13.130708660464729,2,0.9027777777777778,29.577662225059694,1114.256147375883,2.025920267956151,15.816257000944784
2021-06-20 03:35:00,-13.428930377114408,-13.46537144644562,-13.431875756682832,-13.504016126814015,-13.30500517022728,-13.692856905649412,-13.203927241075451,2,0.9305555555555556,24.04301710572996,1349.950291052939,2.4544550746417078,14.128175499124907
2021-06-20 03:40:00,-13.442627847380605,-13.404160817918298,-13.448188865782235,-13.4105419628988,-13.224738459544144,-13.739349055415472,-13.255914871073118,2,0.9583333333333334,18.732096909021678,1712.6296804120188,3.113872146203671,12.028290858350662
2021-06-20 03:45:00,-13.50774332673946,-13.534827512607524,-13.47902353529841,-13.6299443331189,-13.47309640160491,-13.711885814456556,-13.409250280875437,2,0.9861111111111112,13.908664235895909,2288.093132953492,4.160169332642712,9.459771369219304
2021-06-20 03:50:00,-13.553901228930751,-13.53514993970116,-13.487779743023465,-13.588785780815316,-13.45820999071898,-13.697463986037649,-13.542799650998337,3,0.013888888888888888,13.908664235895905,2288.0931329534924,4.160169332642714,9.459771369219304
2021-06-20 03:55:00,-13.53385105574256,-13.53329691624251,-13.501639946543026,-13.561693779860988,-13.504272871286652,-13.704434787466235,-13.604056298005847,3,0.041666666666666664,18.732096909021678,1712.6296804120188,3.113872146203671,12.028290858350662
2021-06-20 04:00:00,-13.5791046823847,-13.559987435679217,-13.52540632878343,-13.596372209257837,-13.526351718339864,-13.696716155973778,-13.675193278463182,3,0.06944444444444445,24.04301710572997,1349.9502910529386,2.454455074641707,14.128175499124909
2021-06-20 04:05:00,-13.608723442934782,-13.599592875991888,-13.55782875060526,-13.64360872172895,-13.559335474297196,-13.668116726225197,-13.692856905649412,3,0.09722222222222222,29.57766222505968,1114.2561473758838,2.0259202679561525,15.81625700094478
2021-06-20 04:10:00,-13.588361948900776,-13.610381116557386,-13.553966621718857,-13.620724502447503,-13.601801598868118,-13.639849915773864,-13.739349055415472,3,0.125,35.193358967187336,954.3017862880095,1.73509415688729,17.176784347000584
2021-06-20 04:15:00,-13.590919216892669,-13.63781823698994,-13.57596070384298,-13.629024952388146,-13.579761961319024,-13.623555306523915,-13.711885814456556,3,0.1527777777777778,40.784883744963764,841.9816786935072,1.5308757794427403,18.27465717160573
2021-06-20 04:20:00,-13.601568151848335,-13.660494881687857,-13.606496824315109,-13.656978377570386,-13.59757610967725,-13.609272768523605,-13.697463986037649,3,0.18055555555555555,46.2647085880108,761.2019950774791,1.3840036274135983,19.15805525084395
